"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.imageIDs"	"Answer.imageCategories"	"Answer.utterances"	"Answer.stateRatings"	"Answer.probsSad"	"Answer.probsDisgusted"	"Answer.probsAngry"	"Answer.probsNeutral"	"Answer.probsContent"	"Answer.probsHappy"	"Answer.probsExcited"	"Answer.orders"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3DZQRBDBSLGX9DG5B32YZV76KEU3S5"	25	"Submitted"	"Tue Jan 06 07:40:20 PST 2015"	"Mon Jan 05 14:54:45 PST 2015"	"Mon Jan 05 15:00:20 PST 2015"	""	""	""	""	""	"1"	"[6,9,5,1,7,3,8,2,4]"	"[""ok"",""terrible"",""ok"",""amazing"",""terrible"",""amazing"",""terrible"",""amazing"",""ok""]"	"[""bad"",""good"",""ok"",""ok"",""bad"",""terrible"",""ok"",""ok"",""good""]"	"[""2"",""4"",""3"",""3"",""2"",""1"",""3"",""3"",""4""]"	"[0.68,0.14,0.36,0.12,0.67,0.73,0.32,0.17,0.17]"	"[0.6,0.11,0.08,0.06,0.83,0.98,0.05,0.03,0.05]"	"[0.27,0.23,0.07,0.06,0.63,0.91,0.04,0.04,0.11]"	"[0.34,0.17,0.9,0.97,0.31,0.28,0.87,0.86,0.59]"	"[0.23,0.81,0.64,0.6,0.14,0.06,0.7,0.66,0.84]"	"[0.28,0.81,0.64,0.54,0.1,0.05,0.32,0.29,0.67]"	"[0.15,0.67,0.12,0.12,0.03,0.05,0.06,0.07,0.6]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""35"""	"""6"""	"""English"""	"""N/A"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3KIBXJ1WD5VO7JWJPSDOWCE7YBDOK4"	26	"Submitted"	"Tue Jan 06 07:40:23 PST 2015"	"Mon Jan 05 14:56:12 PST 2015"	"Mon Jan 05 15:00:23 PST 2015"	""	""	""	""	""	"1"	"[8,9,6,2,1,7,5,3,4]"	"[""terrible"",""terrible"",""ok"",""amazing"",""amazing"",""terrible"",""ok"",""amazing"",""ok""]"	"[""good"",""bad"",""ok"",""amazing"",""bad"",""amazing"",""good"",""terrible"",""good""]"	"[""4"",""2"",""4"",""5"",""2"",""5"",""4"",""1"",""4""]"	"[0.02,0.48,0.03,0.02,0.43,0,0.01,0.57,0.01]"	"[0.02,0.29,0,0,0.15,0.03,0.03,0,0.02]"	"[0.02,0.3,0.03,0,0.34,0.02,0.02,0.22,0.02]"	"[0.02,0.07,0.47,0,0.49,0.04,0.39,0.4,0.17]"	"[0.83,0.12,0.51,0.97,0.02,0.86,0.59,0.01,0.6]"	"[0.81,0.04,0.41,0.91,0.09,0.88,0.57,0.08,0.64]"	"[0.69,0.01,0.29,0.92,0.04,0.94,0.46,0.04,0.46]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""45"""	"""8"""	"""English"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3GU1KF0O4I25ZG4QYFDAM907LM0BPO"	27	"Submitted"	"Tue Jan 06 07:41:10 PST 2015"	"Mon Jan 05 14:55:11 PST 2015"	"Mon Jan 05 15:01:10 PST 2015"	""	""	""	""	""	"1"	"[6,7,8,1,5,4,9,2,3]"	"[""ok"",""terrible"",""terrible"",""amazing"",""ok"",""ok"",""terrible"",""amazing"",""amazing""]"	"[""amazing"",""amazing"",""amazing"",""ok"",""amazing"",""bad"",""amazing"",""ok"",""amazing""]"	"[""5"",""2"",""3"",""4"",""4"",""4"",""1"",""5"",""5""]"	"[0.04,0.14,0.32,0.07,0.2,0.17,0.9,0.17,0.09]"	"[0.04,0.86,0.52,0.1,0.11,0.29,0.83,0.18,0.11]"	"[0.06,0.9,0.47,0.11,0.23,0.68,0.79,0.17,0.05]"	"[0.47,0.37,0.43,0.64,0.55,0.55,0.51,0.35,0.16]"	"[0.93,0.23,0.52,0.85,0.79,0.71,0.46,0.94,0.89]"	"[0.93,0.15,0.51,0.94,0.9,0.85,0.89,0.97,0.94]"	"[0.95,0.13,0.6,0.93,0.84,0.91,0.28,0.81,0.86]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""0"""	"""english"""	"""The Task was enjoyable."""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3EJJQNKU9R6026NRBZRVDF3KHHTRHC"	28	"Submitted"	"Tue Jan 06 07:41:19 PST 2015"	"Mon Jan 05 14:57:10 PST 2015"	"Mon Jan 05 15:01:19 PST 2015"	""	""	""	""	""	"1"	"[2,9,3,5,7,8,6,1,4]"	"[""amazing"",""terrible"",""amazing"",""ok"",""terrible"",""terrible"",""ok"",""amazing"",""ok""]"	"[""ok"",""bad"",""bad"",""ok"",""good"",""amazing"",""amazing"",""good"",""ok""]"	"[""3"",""2"",""2"",""3"",""4"",""5"",""5"",""4"",""3""]"	"[0.48,0.83,0.7,0.02,0.11,0.05,0.03,0.02,0.12]"	"[0.22,0.69,0.59,0.01,0.1,0.05,0.02,0.01,0.03]"	"[0.01,0.52,0.28,0.01,0.06,0.05,0.03,0.01,0.02]"	"[0.97,0.09,0.01,0.98,0.16,0.06,0.28,0.33,0.91]"	"[0.48,0.08,0,0.32,0.51,0.55,0.8,0.68,0.13]"	"[0.48,0.05,0.03,0.48,0.73,0.86,0.99,0.67,0.21]"	"[0.3,0.1,0.01,0.15,0.52,0.72,0.99,0.51,0.14]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"36WLNQG78ZB12PF0P1XZSX137FYEB6"	29	"Submitted"	"Tue Jan 06 07:41:28 PST 2015"	"Mon Jan 05 14:54:22 PST 2015"	"Mon Jan 05 15:01:28 PST 2015"	""	""	""	""	""	"1"	"[3,6,4,1,5,7,2,9,8]"	"[""amazing"",""ok"",""ok"",""amazing"",""ok"",""terrible"",""amazing"",""terrible"",""terrible""]"	"[""amazing"",""good"",""amazing"",""ok"",""good"",""terrible"",""amazing"",""terrible"",""ok""]"	"[""5"",""4"",""5"",""3"",""4"",""1"",""5"",""1"",""3""]"	"[0,0.09,0,0.15,0,0.2,0,0.2,0.14]"	"[0,0,0,0.06,0,0.29,0,0.45,0]"	"[0,0,0,0.16,0,0.56,0,0.63,0.04]"	"[0,0.33,0,0.84,0.41,0,0,0,0.47]"	"[0.98,1,1,0.43,1,0,1,0,0.54]"	"[0.98,0.61,1,0.39,0.85,0,1,0,0.46]"	"[0.98,0.6,1,0.36,0.71,0,1,0,0.06]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""55"""	"""4"""	"""English"""	"""no.."""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"35GMH2SV3EILLJ49T62LYH12EEHOEK"	30	"Submitted"	"Tue Jan 06 07:41:33 PST 2015"	"Mon Jan 05 14:55:09 PST 2015"	"Mon Jan 05 15:01:33 PST 2015"	""	""	""	""	""	"1"	"[9,5,4,7,3,6,8,2,1]"	"[""terrible"",""ok"",""ok"",""terrible"",""amazing"",""ok"",""terrible"",""amazing"",""amazing""]"	"[""ok"",""ok"",""amazing"",""terrible"",""amazing"",""bad"",""ok"",""good"",""ok""]"	"[""4"",""4"",""5"",""1"",""5"",""2"",""4"",""4"",""4""]"	"[0.34,0.2,0.01,0.87,0.01,0.82,0.2,0.19,0.09]"	"[0.33,0.23,0.01,0.95,0.01,0.87,0.25,0.19,0.08]"	"[0.27,0.12,0.02,0.82,0.02,0.77,0.17,0.19,0.08]"	"[0.88,0.89,0.01,0.19,0.05,0.27,0.82,0.29,0.65]"	"[0.66,0.64,0.99,0.09,0.98,0.1,0.67,0.83,0.78]"	"[0.66,0.73,0.98,0.06,0.97,0.06,0.64,0.82,0.77]"	"[0.51,0.59,0.97,0.07,0.97,0.06,0.57,0.77,0.75]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""45"""	"""11"""	"""English"""	"""thanks"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"39K0FND3AHGUV32L0LLMAUM6YZ4MA8"	31	"Submitted"	"Tue Jan 06 07:41:48 PST 2015"	"Mon Jan 05 14:58:40 PST 2015"	"Mon Jan 05 15:01:48 PST 2015"	""	""	""	""	""	"1"	"[5,4,8,9,1,3,2,7,6]"	"[""ok"",""ok"",""terrible"",""terrible"",""amazing"",""amazing"",""amazing"",""terrible"",""ok""]"	"[""bad"",""ok"",""terrible"",""bad"",""amazing"",""amazing"",""bad"",""good"",""good""]"	"[""3"",""3"",""1"",""2"",""5"",""5"",""2"",""4"",""4""]"	"[0.82,0.14,0.58,0.77,0.06,0.12,0.29,0.2,0.22]"	"[0.48,0.11,0.23,0.58,0.12,0.18,0.36,0.22,0.26]"	"[0.65,0.12,0.34,0.66,0.04,0.1,0.5,0.21,0.25]"	"[0.55,0.84,0.2,0.19,0.33,0.37,0.52,0.54,0.73]"	"[0.1,0.68,0.13,0.12,0.92,0.79,0.21,0.56,0.67]"	"[0.17,0.6,0.2,0.12,0.83,0.76,0.34,0.6,0.55]"	"[0.24,0.28,0.18,0.41,0.92,0.93,0.11,0.36,0.49]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""25"""	"""4"""	"""English"""	"""Everything worked correctly."""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3D3VGR7TA0GL8YGSWE2T9L2AYCB3RH"	32	"Submitted"	"Tue Jan 06 07:42:49 PST 2015"	"Mon Jan 05 14:54:04 PST 2015"	"Mon Jan 05 15:02:49 PST 2015"	""	""	""	""	""	"1"	"[3,4,1,5,7,6,8,2,9]"	"[""amazing"",""ok"",""amazing"",""ok"",""terrible"",""ok"",""terrible"",""amazing"",""terrible""]"	"[""terrible"",""amazing"",""bad"",""ok"",""bad"",""amazing"",""good"",""amazing"",""bad""]"	"[""1"",""5"",""2"",""3"",""2"",""5"",""4"",""5"",""2""]"	"[0.68,0,0.85,0,0.08,0,0,0,0]"	"[0.66,0,0.48,0,0.18,0,0,0.02,0.01]"	"[0.67,0,0.89,0,0.22,0.02,0,0,0]"	"[0.13,0,0,0.49,0.16,0.01,0.44,0.02,1]"	"[0.07,1,0,0.27,0.18,1,0.61,0.95,0]"	"[0,1,0,0.11,0.09,1,0.63,1,0]"	"[0.06,1,0,0.14,0.11,1,0.29,0.96,0]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""8"""	"""English"""	"""No comments, thanks."""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"379J5II41OHDFY1CGEMT60X8J9CELT"	33	"Submitted"	"Tue Jan 06 07:43:25 PST 2015"	"Mon Jan 05 14:56:52 PST 2015"	"Mon Jan 05 15:03:25 PST 2015"	""	""	""	""	""	"1"	"[1,8,7,9,3,6,2,4,5]"	"[""amazing"",""terrible"",""terrible"",""terrible"",""amazing"",""ok"",""amazing"",""ok"",""ok""]"	"[""bad"",""terrible"",""bad"",""terrible"",""bad"",""bad"",""bad"",""good"",""terrible""]"	"[""2"",""1"",""2"",""2"",""2"",""2"",""3"",""4"",""1""]"	"[0.73,0.8,0.21,1,0.03,0.62,0.46,0.02,0.59]"	"[0.72,0.93,0.23,1,0.04,0.49,0.36,0.05,0.51]"	"[0.5,1,0.27,1,0.03,0.38,0.54,0.04,0.74]"	"[0.07,1,0.99,0,0.49,0.21,0.18,0.04,0.08]"	"[0.02,0,0.07,0.16,0.81,0.09,0.16,0.73,0.06]"	"[0,0.03,0.05,0.1,0.93,0.29,0.11,0.94,0.12]"	"[0.06,0.16,0.02,0.08,0.68,0.28,0.31,1,0.23]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""45"""	"""6"""	"""english"""	"""some of photos looked like nice weather yet they thought it was bad or terrible\ninteresting\nI enjoyed thinking about each senerio"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3L6L49WXW0YHL71YZLU9GPPKKUI45P"	34	"Submitted"	"Tue Jan 06 07:43:46 PST 2015"	"Mon Jan 05 14:56:41 PST 2015"	"Mon Jan 05 15:03:46 PST 2015"	""	""	""	""	""	"1"	"[4,8,3,7,6,1,2,9,5]"	"[""ok"",""terrible"",""amazing"",""terrible"",""ok"",""amazing"",""amazing"",""terrible"",""ok""]"	"[""terrible"",""ok"",""good"",""bad"",""ok"",""terrible"",""bad"",""ok"",""good""]"	"[""1"",""3"",""4"",""2"",""3"",""1"",""2"",""3"",""4""]"	"[0.78,0.38,0.08,0.77,0.1,0.98,0.74,0.48,0.09]"	"[0.89,0.05,0.04,0.86,0.11,0.92,0.74,0.49,0.08]"	"[0.83,0.04,0.02,0.49,0.02,0.89,0.75,0.48,0.09]"	"[0.05,0.82,0.16,0.04,0.49,0.02,0.02,0.48,0.02]"	"[0.04,0.38,0.87,0.07,0.51,0.02,0.01,0.48,0.83]"	"[0.03,0.43,0.86,0,0.49,0.01,0.01,0.11,0.81]"	"[0.03,0.05,0.51,0.02,0.03,0.01,0.01,0.02,0.67]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""65"""	"""4"""	"""English"""	"""I guess a couple of them were sun sensitive - I thought that flowery meadow looked great!"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3IGI0VL647LPFPHMM554O4VBS6ION9"	35	"Submitted"	"Tue Jan 06 07:44:29 PST 2015"	"Mon Jan 05 14:58:43 PST 2015"	"Mon Jan 05 15:04:29 PST 2015"	""	""	""	""	""	"1"	"[3,8,5,4,2,1,6,9,7]"	"[""amazing"",""terrible"",""ok"",""ok"",""amazing"",""amazing"",""ok"",""terrible"",""terrible""]"	"[""amazing"",""amazing"",""terrible"",""good"",""ok"",""ok"",""good"",""ok"",""good""]"	"[""5"",""5"",""1"",""4"",""4"",""3"",""4"",""3"",""4""]"	"[0,0.21,0.47,0.11,0.01,0.02,0.01,0.01,0.01]"	"[0.01,0.15,0.38,0.01,0.01,0.01,0.01,0.01,0]"	"[0.02,0.07,0.31,0.08,0.06,0.12,0.19,0.03,0.13]"	"[0.19,0.22,0.44,0.46,0.41,0.48,0.48,0.44,0.47]"	"[0.98,0.68,0.54,0.54,0.95,0.76,0.77,0.68,0.72]"	"[0.98,0.51,0.57,0.48,0.53,0.54,0.56,0.45,0.58]"	"[0.98,0.46,0.49,0.4,0.51,0.48,0.52,0.38,0.47]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""6"""	"""English"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3UJ1CZ6IZHQ0NS39PMQRES5QYAL5SX"	36	"Submitted"	"Tue Jan 06 07:44:37 PST 2015"	"Mon Jan 05 14:52:33 PST 2015"	"Mon Jan 05 15:04:37 PST 2015"	""	""	""	""	""	"1"	"[4,6,5,7,3,8,1,9,2]"	"[""ok"",""ok"",""ok"",""terrible"",""amazing"",""terrible"",""amazing"",""terrible"",""amazing""]"	"[""good"",""ok"",""good"",""good"",""ok"",""amazing"",""ok"",""amazing"",""bad""]"	"[""4"",""3"",""4"",""4"",""3"",""5"",""3"",""5"",""2""]"	"[0.02,0.02,0.02,0.03,0.05,0.02,0.02,0.04,0.8]"	"[0.03,0.04,0.03,0.03,0.04,0.01,0.02,0.06,0.41]"	"[0.03,0.01,0.01,0.03,0.04,0.02,0.01,0.03,0.35]"	"[0.21,0.52,0.02,0.05,0.53,0.02,0.51,0.07,0.13]"	"[0.72,0.51,0.45,0.48,0.44,0.3,0.5,0.51,0.08]"	"[0.66,0.25,0.72,0.67,0.18,0.72,0.19,0.63,0.04]"	"[0.47,0.23,0.7,0.63,0.19,0.85,0.2,0.74,0.06]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""4"""	"""english"""	""""""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3FE7TXL1LIOWBF59FZZOLLNDWCA2Q5"	37	"Submitted"	"Tue Jan 06 07:47:53 PST 2015"	"Mon Jan 05 15:03:33 PST 2015"	"Mon Jan 05 15:07:53 PST 2015"	""	""	""	""	""	"1"	"[2,7,3,5,8,4,1,6,9]"	"[""amazing"",""terrible"",""amazing"",""ok"",""terrible"",""ok"",""amazing"",""ok"",""terrible""]"	"[""good"",""good"",""ok"",""bad"",""bad"",""good"",""good"",""good"",""terrible""]"	"[""4"",""4"",""4"",""2"",""2"",""4"",""4"",""4"",""1""]"	"[0,0,0.01,0.49,0.48,0.04,0.01,0.01,0.83]"	"[0,0.03,0,0.73,0.81,0.04,0.02,0.02,0.72]"	"[0,0.03,0.03,0.48,0.49,0.01,0.02,0.03,0.44]"	"[0.48,0.49,0.68,0,0,0.49,0.53,0.49,0]"	"[1,1,0.99,0.13,0.03,0.98,0.97,0.97,0.02]"	"[1,0.98,0.95,0,0.04,0.98,0.98,0.98,0.01]"	"[1,0.52,0.48,0.01,0.01,0.86,0.97,0.74,0.03]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""8"""	"""english"""	"""fun thank you"""
"3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3RDTAMZS73SN2DPI3IFKDTAAHI0GX3"	"Fun experiment about the weather!"	"Read scenarios about the weather and answer questions about them. This should take around 8-10 minutes."	"weather,behavior,survey,psychology,estimate,experiment,language"	"$0.90"	"Mon Dec 22 06:04:42 PST 2014"	"40"	"0"	"0"	"19"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Mon Jan 05 16:51:59 PST 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3D1TUISJWI1PR9SZU9ZKTIWWY64UIR"	"3J4Q2Z4UTY4INV3GTJOV9S320J3QW9"	38	"Submitted"	"Tue Jan 06 07:50:51 PST 2015"	"Mon Jan 05 14:55:44 PST 2015"	"Mon Jan 05 15:10:51 PST 2015"	""	""	""	""	""	"1"	"[8,7,2,1,6,4,3,9,5]"	"[""terrible"",""terrible"",""amazing"",""amazing"",""ok"",""ok"",""amazing"",""terrible"",""ok""]"	"[""bad"",""bad"",""terrible"",""amazing"",""ok"",""bad"",""terrible"",""terrible"",""good""]"	"[""2"",""2"",""3"",""5"",""3"",""2"",""4"",""1"",""4""]"	"[0.98,0.52,0.02,0.03,0.02,0.03,0.01,0.22,0.01]"	"[0.98,0.73,0.03,0.02,0.01,0.02,0.01,0.7,0.03]"	"[0.01,0.48,0.03,0,0.01,0.02,0.02,0.36,0.01]"	"[0.03,0.01,0.72,0.02,0.91,0.01,0.51,0.01,0.33]"	"[0.01,0.01,0.71,0.98,0.86,0.02,0.4,0.01,0.99]"	"[0.01,0.01,0.53,0.98,0.49,0.03,0.34,0.02,0.42]"	"[0.01,0,0.7,0.97,0.49,0,0.02,0.02,0.33]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""55"""	"""4"""	"""English"""	"""Thank you!"""
